merged_image_id,source_archive,source_frame_id,source_ordinal,image_name,width,height,box_count,yolo_label_path,image_file_present,image_sha256
227,şeyda.zip,227,228,aa_poh_galeriler/aa_poh_galeriler_g15_003.jpg,1024,682,10,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g15_003.txt,true,a8b353317367cae08f2c4fe5ab4149e33d819140bf6e95d55dc14e1af791b109
228,şeyda.zip,228,229,aa_poh_galeriler/aa_poh_galeriler_g15_004.jpg,1024,682,3,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g15_004.txt,true,afe8545c1b25167b6eb6e139f566b7c1242e90540e762a6cc43e75450ff48e0e
229,şeyda.zip,229,230,aa_poh_galeriler/aa_poh_galeriler_g15_005.jpg,1024,682,4,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g15_005.txt,true,7344e63dd443a2dbdc203e06fb4233afc54b84a73c44b29a0a291c7be199869e
230,şeyda.zip,230,231,aa_poh_galeriler/aa_poh_galeriler_g15_006.jpg,1024,682,7,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g15_006.txt,true,5f2ba712bfbca528e3d71b3b4aaeb368127825c217a40c7058b117baa364a430
231,şeyda.zip,231,232,aa_poh_galeriler/aa_poh_galeriler_g15_007.jpg,1024,683,5,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g15_007.txt,true,2872d77d2be4961446c8e1e9c7e6f89a3b23538cdb168db215c7cd64f1ac5250
232,şeyda.zip,232,233,aa_poh_galeriler/aa_poh_galeriler_g15_008.jpg,1024,683,5,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g15_008.txt,true,309ff04192ff93c689029f66c31073e69848ea3114db975486f697b78b55a61f
233,şeyda.zip,233,234,aa_poh_galeriler/aa_poh_galeriler_g15_009.jpg,1024,683,6,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g15_009.txt,true,5370ef325e6089722266b034f5be8cf0be99774ae196bbf118106ba56ba4a6f9
234,şeyda.zip,234,235,aa_poh_galeriler/aa_poh_galeriler_g15_010.jpg,1024,683,3,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g15_010.txt,true,1f5097d98192e868fcd39d72dd70c339f1b72b2321f420a81745ff76ee327064
235,şeyda.zip,235,236,aa_poh_galeriler/aa_poh_galeriler_g15_011.jpg,1024,683,2,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g15_011.txt,true,47c6fbe99efd46145c887ad01c8f8153c366d4ae674525421964e8e82d81199a
236,şeyda.zip,236,237,aa_poh_galeriler/aa_poh_galeriler_g15_012.jpg,1024,683,1,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g15_012.txt,true,ffe6748286cbbd10e28086e7596a2d568651c16bc3dc55866fa51f485ed44c3b
237,şeyda.zip,237,238,aa_poh_galeriler/aa_poh_galeriler_g15_013.jpg,1024,683,1,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g15_013.txt,true,1dd0e4705ef2430f5c7506feac1591cb515adc3f9e309d01fcefefe93d01085f
238,şeyda.zip,238,239,aa_poh_galeriler/aa_poh_galeriler_g15_014.jpg,1024,683,1,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g15_014.txt,true,0e2154aeffb0752db16c632d09b93141ae478fa50265ce958deedd0996b30b6b
239,şeyda.zip,239,240,aa_poh_galeriler/aa_poh_galeriler_g15_015.jpg,1024,683,1,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g15_015.txt,true,f051af5722524241089a5d18e9019ffa7ddbc1f90583c72cf33e99bf636cf582
240,şeyda.zip,240,241,aa_poh_galeriler/aa_poh_galeriler_g15_016.jpg,1024,683,10,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g15_016.txt,true,de1b6da9a827cf23859d21d0f210ed12dee9ca21c0096ca58469770e18bdeafc
241,şeyda.zip,241,242,aa_poh_galeriler/aa_poh_galeriler_g16_000.jpg,1120,630,4,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g16_000.txt,true,1b74d59fd8e530f5794307fafd4b090067d88bfadf3025ce81ca60be0cf5e80c
242,şeyda.zip,242,243,aa_poh_galeriler/aa_poh_galeriler_g16_001.jpg,1024,683,1,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g16_001.txt,true,72e90e737b0c88ff45e1c012a3bd762f7d676b303cc9f1f46dc28bfa5fb7b674
243,şeyda.zip,243,244,aa_poh_galeriler/aa_poh_galeriler_g16_002.jpg,1024,683,1,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g16_002.txt,true,40aff4131e84be733faba812636db30598c507869d6e9c24fcf98d5110990b69
244,şeyda.zip,244,245,aa_poh_galeriler/aa_poh_galeriler_g16_003.jpg,1024,683,8,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g16_003.txt,true,d0e0836b2ef4051699b4d8be22343cc79580fbee291ec944c7f721347042ddc6
245,şeyda.zip,245,246,aa_poh_galeriler/aa_poh_galeriler_g16_004.jpg,1024,683,1,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g16_004.txt,true,45b70baaa997f2a66e1cb44f456b0e9c00db8cccf7a16b24044ada06c8a12292
246,şeyda.zip,246,247,aa_poh_galeriler/aa_poh_galeriler_g16_005.jpg,1024,683,1,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g16_005.txt,true,b8438fb262247e733e8369fe12eabb28f85175ac666897a455b9a31dd752d155
247,şeyda.zip,247,248,aa_poh_galeriler/aa_poh_galeriler_g16_006.jpg,1024,683,0,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g16_006.txt,true,4d17c18792b0afc218f82f762a467f16955336d80eaa35e19b97a8db9a1a4c3e
248,şeyda.zip,248,249,aa_poh_galeriler/aa_poh_galeriler_g16_007.jpg,1024,683,1,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g16_007.txt,true,9e8785123839c7242c5acb6c00210ed474c8bc7e3b3311a6f573591a199fadc4
249,şeyda.zip,249,250,aa_poh_galeriler/aa_poh_galeriler_g16_008.jpg,1024,683,1,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g16_008.txt,true,efad8c099183eded2852973280f38974deebb811fcc6ccb721dea5aaacb1e970
250,şeyda.zip,250,251,aa_poh_galeriler/aa_poh_galeriler_g16_009.jpg,1024,683,0,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g16_009.txt,true,3f2dfeb9d5bedf48f29d9d5cf46ad7687dfd2680de623232475f47dc810877dc
251,şeyda.zip,251,252,aa_poh_galeriler/aa_poh_galeriler_g16_010.jpg,1024,683,2,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g16_010.txt,true,95ae06d3dd8e03869c103dafeb7cef9039dac2d45feb7213b709743194496237
252,şeyda.zip,252,253,aa_poh_galeriler/aa_poh_galeriler_g16_011.jpg,1024,683,1,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g16_011.txt,true,fd5f841f1c1299cb0b1eb02aa06cb82b6d222de6929970d7c604e74992f6bdb5
253,şeyda.zip,253,254,aa_poh_galeriler/aa_poh_galeriler_g16_012.jpg,1024,682,2,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g16_012.txt,true,d1ca9691097cfd6d3cd48273abf6c0175551454c3b23a5a62d9fc709314082d1
254,şeyda.zip,254,255,aa_poh_galeriler/aa_poh_galeriler_g16_013.jpg,1024,683,5,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g16_013.txt,true,bce4a2824da26f2e497485b00f98f9b03114ff9b0bf34c7ca1315a5050178bed
255,şeyda.zip,255,256,aa_poh_galeriler/aa_poh_galeriler_g16_014.jpg,1024,683,2,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g16_014.txt,true,d0e45ae290e15f80363ed76fdb336571a1c16501e13df7bd9dddc8d30a47ee76
256,şeyda.zip,256,257,aa_poh_galeriler/aa_poh_galeriler_g16_015.jpg,1024,683,1,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g16_015.txt,true,fda76feb8597832fe7c0015b71aa2da6c06f9d8c45540bb996b8a0c0506838a9
257,şeyda.zip,257,258,aa_poh_galeriler/aa_poh_galeriler_g16_016.jpg,1024,683,1,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g16_016.txt,true,ecab674b37dddbf433a8c3a48d31e55afb1b9167611ad406865e6a2c32bf278f
258,şeyda.zip,258,259,aa_poh_galeriler/aa_poh_galeriler_g16_017.jpg,1024,683,1,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g16_017.txt,true,2ecaa7b8687de9ab2b35d976f2d09af4d556ce3d49aebc01d9dee9173fde2bb6
259,şeyda.zip,259,260,aa_poh_galeriler/aa_poh_galeriler_g16_018.jpg,1024,683,0,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g16_018.txt,true,1d79bd2766e35c51c32f8103e528c18d52be3b081cc261b18766a18c95b936f2
260,hasan.zip,0,1,aa_poh_galeriler/aa_poh_galeriler_g16_020.jpg,1024,683,1,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g16_020.txt,true,ccda230c02a297099750612451caec3fd5ed37b4e413e1f5703a50fdf03fe195
261,hasan.zip,1,2,aa_poh_galeriler/aa_poh_galeriler_g16_021.jpg,1024,683,1,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g16_021.txt,true,1eb0952935b06993ddf730480ced6f64c82cb381919ed78e9a53a6ed27542104
262,hasan.zip,2,3,aa_poh_galeriler/aa_poh_galeriler_g16_022.jpg,1024,683,0,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g16_022.txt,true,dd19aa7d98a43c21097b47f937616c3aa09f853c0660ea59ccb1e995e4a1d5d2
263,hasan.zip,3,4,aa_poh_galeriler/aa_poh_galeriler_g16_023.jpg,1024,683,0,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g16_023.txt,true,b75b5b5f496cb1da8dd4adf2820cafcf78bff853254af5ce250c84debbf6dad6
264,hasan.zip,4,5,aa_poh_galeriler/aa_poh_galeriler_g16_024.jpg,1024,683,1,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g16_024.txt,true,83ef0205cc4437682494c6389d23d5b7dd0292b430dbbcdcb3fdd00dac2d1900
265,hasan.zip,5,6,aa_poh_galeriler/aa_poh_galeriler_g16_025.jpg,1024,683,1,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g16_025.txt,true,b68082e11902ee3bfc929b16091c145de50c89514c9930518e7fa8f3d921c20f
266,hasan.zip,6,7,aa_poh_galeriler/aa_poh_galeriler_g16_026.jpg,1024,683,1,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g16_026.txt,true,7cbb090bdb808ea329e6d0b4e89cb5ff087fc68f71d91538ecc1a6f1e25e26af
267,hasan.zip,7,8,aa_poh_galeriler/aa_poh_galeriler_g16_027.jpg,1024,683,1,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g16_027.txt,true,bd208b2565ca65318ecce45803951c7f93f1d7e4ba73deabe511a3a4a2f3b102
268,hasan.zip,8,9,aa_poh_galeriler/aa_poh_galeriler_g16_028.jpg,1024,683,1,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g16_028.txt,true,f47c5afc9d36797d409a96fd946f5ab110702c27bbb2da98556543cafa8129c6
269,hasan.zip,9,10,aa_poh_galeriler/aa_poh_galeriler_g16_029.jpg,1024,683,1,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g16_029.txt,true,0606d593dfc09a0932f6cbf2d0f174223507c1192b6ac8fe272ddf9e45a06e33
270,hasan.zip,10,11,aa_poh_galeriler/aa_poh_galeriler_g16_030.jpg,1024,683,7,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g16_030.txt,true,5e219138f80eff8ce462e98b2656d63abb3df629b27403380bc2ffaf3d211b88
271,hasan.zip,11,12,aa_poh_galeriler/aa_poh_galeriler_g17_000.jpg,1120,630,1,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g17_000.txt,true,babde2ad54eb3bbdd8dcada6f7fd4dc3d03c8ba5c83c160a7a01a575156f41f9
272,hasan.zip,12,13,aa_poh_galeriler/aa_poh_galeriler_g17_001.jpg,1024,683,3,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g17_001.txt,true,04e9b804a0e6c9be1e543fe7f0ac5c1bcfd825e14e9efaf46cac75e2623cd69d
273,hasan.zip,13,14,aa_poh_galeriler/aa_poh_galeriler_g17_002.jpg,1024,683,5,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g17_002.txt,true,2a39f98f083be65190b7f9c1cfb49f5d23d8eb41771ab2f120f08c077e4327fa
274,hasan.zip,14,15,aa_poh_galeriler/aa_poh_galeriler_g17_003.jpg,1024,624,1,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g17_003.txt,true,c2bb96c65385019bf0a454c654d0757da4ee67527969adcd0f58962fe66f932d
275,hasan.zip,15,16,aa_poh_galeriler/aa_poh_galeriler_g17_004.jpg,1024,683,6,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g17_004.txt,true,bd21b07d5303850835762981a24d7781dbece041d146caae143100bf54f5dd89
276,hasan.zip,16,17,aa_poh_galeriler/aa_poh_galeriler_g17_005.jpg,1024,683,0,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g17_005.txt,true,56b0d926152fd873080a931ae940ede53109d705d76df5ec8466cd2f94c19021
277,hasan.zip,17,18,aa_poh_galeriler/aa_poh_galeriler_g17_006.jpg,1024,736,5,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g17_006.txt,true,b80b96c9e08c282bb41cd49f2204136aeb8c758da4d21fda8b3e440721d2054a
278,hasan.zip,18,19,aa_poh_galeriler/aa_poh_galeriler_g17_007.jpg,1024,683,11,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g17_007.txt,true,1153384692d27098c9f282090c0dbd34ff957e2c188a2143ac58ccbe54a381ec
279,hasan.zip,19,20,aa_poh_galeriler/aa_poh_galeriler_g17_008.jpg,1024,576,1,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g17_008.txt,true,3a2ab83008922689753f38b1fa2cfec16a5ccff6a6afd098d8305dd78d12a06a
280,hasan.zip,20,21,aa_poh_galeriler/aa_poh_galeriler_g17_009.jpg,1024,683,1,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g17_009.txt,true,4145e6b91f36f47d1debad4837279286451ef3209718a55c51cb8accd333d779
281,hasan.zip,21,22,aa_poh_galeriler/aa_poh_galeriler_g17_010.jpg,1024,683,3,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g17_010.txt,true,2eee573e0fcfca1d3b4004422f894d0bc032ce7aba7f0c207f4ec8db779faecc
282,hasan.zip,22,23,aa_poh_galeriler/aa_poh_galeriler_g17_011.jpg,1024,617,0,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g17_011.txt,true,6ed04c0ba4478583891ff99a0431cd70d666d554defacac8a90127dd40cf44f0
283,hasan.zip,23,24,aa_poh_galeriler/aa_poh_galeriler_g17_012.jpg,1024,683,5,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g17_012.txt,true,d876bca095a4096e25b83c4680a660680b05b54bd6c70719ce0f6ce54539be86
284,hasan.zip,24,25,aa_poh_galeriler/aa_poh_galeriler_g17_013.jpg,1024,658,1,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g17_013.txt,true,0890cbf9d2a620d5c42193d37526d9cc12e8db43a55a6b7ac9f84f5889e758d8
285,hasan.zip,25,26,aa_poh_galeriler/aa_poh_galeriler_g17_014.jpg,1024,899,1,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g17_014.txt,true,313ce55795bb111a9d2545c9d539827f93faa82725e716c1b36614b6336cd8bf
286,hasan.zip,26,27,aa_poh_galeriler/aa_poh_galeriler_g17_015.jpg,1024,683,4,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g17_015.txt,true,85f8dfe35af83fbda449a6337306890e051b11cc51f4875594c0bfe7a94f20ee
287,hasan.zip,27,28,aa_poh_galeriler/aa_poh_galeriler_g17_016.jpg,1024,683,2,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g17_016.txt,true,85f3b802890a5032e18e41bdca0614b1b6bbe87db59640c58a7deeda2d978c30
288,hasan.zip,28,29,aa_poh_galeriler/aa_poh_galeriler_g17_017.jpg,1024,683,2,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g17_017.txt,true,f2658933bdff9eec91125bc852be67670f941a877437233aa4ef36c534636818
289,hasan.zip,29,30,aa_poh_galeriler/aa_poh_galeriler_g17_018.jpg,1024,683,4,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g17_018.txt,true,d9e6d411673cfe9b18a1eb636fefac8d6b0260935752ce455161aa3316f8840d
290,hasan.zip,30,31,aa_poh_galeriler/aa_poh_galeriler_g17_019.jpg,1024,683,6,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g17_019.txt,true,a3b2db06a91611c79512d3a11721ce82203d193b24c222d9c499052ea81b9db2
291,hasan.zip,31,32,aa_poh_galeriler/aa_poh_galeriler_g17_020.jpg,1024,994,3,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g17_020.txt,true,a2a18327762c91036d9de2a3211f3e18cc6c3787dc0a04b41a86e80eb615352f
292,hasan.zip,32,33,aa_poh_galeriler/aa_poh_galeriler_g17_021.jpg,1024,683,1,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g17_021.txt,true,08d3b27e23dc048527f9672e2b4f952192ed676c79697c140be17a6e581c007c
293,hasan.zip,33,34,aa_poh_galeriler/aa_poh_galeriler_g17_022.jpg,1024,640,5,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g17_022.txt,true,ca26dbedbbcd5150cacec27be1258c9b135acdd52c1eb06124f1bf45f1506423
294,hasan.zip,34,35,aa_poh_galeriler/aa_poh_galeriler_g17_023.jpg,1024,780,5,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g17_023.txt,true,9544f29caea1ea6cfc35adce6cf0ad84bd5b9388e6209a85efc25a04ce9d7f3c
295,hasan.zip,35,36,aa_poh_galeriler/aa_poh_galeriler_g18_000.jpg,1120,630,3,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g18_000.txt,true,7f7b465f7f8850ec730b221446583601399353b91efc2fcf07945bf8ddd0f0d0
296,hasan.zip,36,37,aa_poh_galeriler/aa_poh_galeriler_g18_001.jpg,1024,683,3,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g18_001.txt,true,d4cb24e8400b8e9aab07a116354f8edd786c0310003482ef3d78d439412a6f80
297,hasan.zip,37,38,aa_poh_galeriler/aa_poh_galeriler_g18_002.jpg,1024,683,3,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g18_002.txt,true,a062aae8d1ab66a2009fd75011236fd9576b171a8d2c3c500c0bc88482199a7e
298,hasan.zip,38,39,aa_poh_galeriler/aa_poh_galeriler_g18_003.jpg,1024,683,2,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g18_003.txt,true,82734111dbb47a3de9cb118f0cf38491584d44973281ea11453cf4d35eb7fb4b
299,hasan.zip,39,40,aa_poh_galeriler/aa_poh_galeriler_g18_004.jpg,1024,683,3,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g18_004.txt,true,42a515e34cae969df5a0a72796ec954b7cefb97ab9f9c4c7497677c41c422824
300,hasan.zip,40,41,aa_poh_galeriler/aa_poh_galeriler_g18_005.jpg,1024,683,2,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g18_005.txt,true,65893288320504d6d5f55e411b1c4a09ac5539606de4548bceafc5ef87072fe2
301,hasan.zip,41,42,aa_poh_galeriler/aa_poh_galeriler_g18_006.jpg,1024,683,1,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g18_006.txt,true,ae0e2982241ba0dd5371d616948dbe64cffb59fded50db026bfa540c19bcf541
302,hasan.zip,42,43,aa_poh_galeriler/aa_poh_galeriler_g18_007.jpg,1024,681,3,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g18_007.txt,true,723b9002308423b12fef8841fa4cc43f75ce5462321dab43f7b27f7af0c33d49
303,hasan.zip,43,44,aa_poh_galeriler/aa_poh_galeriler_g18_008.jpg,1024,683,2,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g18_008.txt,true,553c226195a8c2f229da756637c09fa6844f373305b13c0be11ae45be3e8ade0
304,hasan.zip,44,45,aa_poh_galeriler/aa_poh_galeriler_g18_009.jpg,1024,683,3,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g18_009.txt,true,8afd9620af8e85e4cbbf7c1ae41ea9fe7f990828e7a020bdbca744ecd98901eb
305,hasan.zip,45,46,aa_poh_galeriler/aa_poh_galeriler_g19_000.jpg,1120,635,6,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g19_000.txt,true,6b94cb4235979f456061609eabff849e0ae94d89e2e83f7aae0790b6289337e9
306,hasan.zip,46,47,aa_poh_galeriler/aa_poh_galeriler_g19_001.jpg,1024,718,2,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g19_001.txt,true,c78dedf695cb57bb50655407e8773c8bcaf6f46507840955173cd1e57c5eb3dc
307,hasan.zip,47,48,aa_poh_galeriler/aa_poh_galeriler_g19_005.jpg,1024,703,3,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g19_005.txt,true,36af3b6dd53f261fd28b21eceb8aad3d72e073c35c107d03dc20d3adb44e0a95
308,hasan.zip,48,49,aa_poh_galeriler/aa_poh_galeriler_g19_006.jpg,1024,683,5,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g19_006.txt,true,681311391d56037883015039907d0d3f03485b6c6c45691c91d48774abe46f71
309,hasan.zip,49,50,aa_poh_galeriler/aa_poh_galeriler_g19_007.jpg,1024,649,7,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g19_007.txt,true,4136e44842aff266f43bb8233f7aae04b46c231775ade457133fc37dc9096cd9
310,hasan.zip,50,51,aa_poh_galeriler/aa_poh_galeriler_g19_008.jpg,1024,683,7,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g19_008.txt,true,b9c2d528b336a3de1e876d35f04be06bd9a0aa2b0575d8f3f998bd5cc71532e4
311,hasan.zip,51,52,aa_poh_galeriler/aa_poh_galeriler_g19_009.jpg,1024,683,12,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g19_009.txt,true,201780e79fdf736c5af6dce236b76b6ad80220604b6f2178e0a0ef546dedfb93
312,hasan.zip,52,53,aa_poh_galeriler/aa_poh_galeriler_g19_010.jpg,1024,577,33,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g19_010.txt,true,6cc04bbf7724fa995c87f923307931a2456855926bb9ea5ba7fe32b2f7ec96b1
313,hasan.zip,53,54,aa_poh_galeriler/aa_poh_galeriler_g20_013.jpg,1024,682,6,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g20_013.txt,true,0a5e825274de3a359ff95c2689bed39abe3f318eee1f43677463b4a83fa6cce8
314,hasan.zip,54,55,aa_poh_galeriler/aa_poh_galeriler_g21_000.jpg,1120,630,3,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g21_000.txt,true,1c0a8f036ecf1043772d709d412c98ace553ad095f21a49a4be7ab1ff03e9848
315,hasan.zip,55,56,aa_poh_galeriler/aa_poh_galeriler_g21_001.jpg,1024,683,0,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g21_001.txt,true,51a5ed889b0111d5f2ff7c28ebe70c2dde5722918733db28916e5ac9363c9dfa
316,hasan.zip,56,57,aa_poh_galeriler/aa_poh_galeriler_g21_002.jpg,1024,683,2,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g21_002.txt,true,e366c861abaa1715bf0d1a5e55989d84ccbcefab0efc02d68393facadb60ad3b
317,hasan.zip,57,58,aa_poh_galeriler/aa_poh_galeriler_g21_003.jpg,1024,683,1,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g21_003.txt,true,5e778711ded50fe773fe1ad787bedcab54b2b847365c19109a42dc3596024c27
318,hasan.zip,58,59,aa_poh_galeriler/aa_poh_galeriler_g21_004.jpg,1024,683,3,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g21_004.txt,true,4cffe490e288baf1ca16e996df4feb5713a1fdc4c0a7e8aa74e783936bf17ec4
319,hasan.zip,59,60,aa_poh_galeriler/aa_poh_galeriler_g21_005.jpg,1024,683,2,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g21_005.txt,true,69f7988b3a52e4c7fa80bfd89175efeb40de9bb90029c7faf9ab1b33d410f83f
320,hasan.zip,60,61,aa_poh_galeriler/aa_poh_galeriler_g21_006.jpg,1024,683,6,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g21_006.txt,true,4133c4bff2a3e4d4eb3c4b4e397a892aae3ee56a22cbfe8049042f9714eb144f
321,hasan.zip,61,62,aa_poh_galeriler/aa_poh_galeriler_g21_007.jpg,1024,683,4,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g21_007.txt,true,d2e063570a325111c257e6fd4845ca0bfca4a7d8660b722584d85649c0f2a68c
322,hasan.zip,62,63,aa_poh_galeriler/aa_poh_galeriler_g21_008.jpg,1024,683,8,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g21_008.txt,true,87abba83d78fda6d97a09e86202fd7aa58957eb66d2e63e87a7ebe7cc10d0564
323,hasan.zip,63,64,aa_poh_galeriler/aa_poh_galeriler_g21_009.jpg,1024,683,2,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g21_009.txt,true,b47fe4d9b5260bea579378b0e6b052917d73fa95ce5c4be9eccda96bfd1697a6
324,hasan.zip,64,65,aa_poh_galeriler/aa_poh_galeriler_g21_010.jpg,1024,683,3,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g21_010.txt,true,ccc0b5cd9037f0ff3b68aa0dd62ec4522d72f19efe883282f81f25e491b7b2f2
325,hasan.zip,65,66,aa_poh_galeriler/aa_poh_galeriler_g21_011.jpg,1024,683,7,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g21_011.txt,true,056531ee09b280ca01eacedf02e3ea4ad6b661a5bd890dbe223ca716798cd55a
326,hasan.zip,66,67,aa_poh_galeriler/aa_poh_galeriler_g21_012.jpg,1024,683,3,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g21_012.txt,true,405b12ea48cd2f28b5282bc4af1ce4f7fc7f067f0fb95966d6abc9525f866559
327,hasan.zip,67,68,aa_poh_galeriler/aa_poh_galeriler_g21_013.jpg,1024,683,1,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g21_013.txt,true,163a77b230544a69bf47abfbf983289e7d2eb9dd7d0b44e750cb226d4771d776
328,hasan.zip,68,69,aa_poh_galeriler/aa_poh_galeriler_g21_014.jpg,1024,683,4,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g21_014.txt,true,2d6efd089a590169273c490e02f0e5a563a4f2640b1b10522edf6aea7c907146
329,hasan.zip,69,70,aa_poh_galeriler/aa_poh_galeriler_g21_015.jpg,1024,683,2,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g21_015.txt,true,20da0e7b1d390a60e67b0a3dee36a7c2f54987aecababb1df2c750b72d6e8831
330,hasan.zip,70,71,aa_poh_galeriler/aa_poh_galeriler_g21_016.jpg,1024,683,7,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g21_016.txt,true,df1cc384834607cbbcd27f92ea2e8feb67ba339aba72e21985c822a4fb77a9b2
331,hasan.zip,71,72,aa_poh_galeriler/aa_poh_galeriler_g21_017.jpg,1024,683,3,yolo/labels/aa_poh_galeriler/aa_poh_galeriler_g21_017.txt,true,a8404dcd2035554afca8d73bb3591f7bc9430ad7cd8c16b8444a392120495830
